102301, 031220, deca0100c3f4109d,  7.572981941859398e-01,  2.124281507910251e+00
102301, 031220, deca0100c3f4109d,  7.035841116075483e-01,  2.214069324219089e+00
102301, 031220, deca0100c3f4109d,  2.069536428622097e-01,  1.951816902161396e+00
102301, 031220, deca0100c3f4109d,  8.310927565135187e-01,  2.226770018895277e+00
102301, 031220, deca0100c3f4109d,  6.789184743115790e-01,  2.284668307246159e+00
102301, 031220, deca0100c3f4109d,  7.565863680405889e-01,  2.331364259413619e+00
102301, 031220, deca0100c3f4109d,  7.089810072377951e-01,  2.391504150458224e+00
102301, 031220, deca0100c3f4109d,  6.132444069234919e-01,  2.382910529113647e+00
102301, 031220, deca0100c3f4109d,  6.446494944265091e-01,  2.457067194044170e+00
102302, 031220, deca0100c3f4109d,  6.496828605019163e-01,  2.386303421603881e+00
102302, 031220, deca0100c3f4109d,  7.085619628674080e-01,  2.427278651626820e+00
102302, 031220, deca0100c3f4109d,  6.354674446224930e-01,  2.405477060050947e+00
102302, 031220, deca0100c3f4109d,  5.725583423747838e-01,  2.405415459808820e+00
102302, 031220, deca0100c3f4109d,  6.131548941142621e-01,  2.444778157992493e+00
102302, 031220, deca0100c3f4109d,  6.334994398071325e-01,  2.445378849846411e+00
102302, 031220, deca0100c3f4109d,  5.988853350028214e-01,  2.423575118101963e+00
102302, 031220, deca0100c3f4109d,  5.643088291973892e-01,  2.379318492805669e+00
102302, 031220, deca0100c3f4109d,  6.608446132135181e-01,  2.390528186297185e+00
102302, 031220, deca0100c3f4109d,  6.208274336138802e-01,  2.380548823170401e+00
102303, 031220, deca0100c3f4109d,  5.774149202825103e-01,  2.412388021268387e+00
102303, 031220, deca0100c3f4109d,  7.094589883032295e-01,  2.326037343529915e+00
102303, 031220, deca0100c3f4109d,  9.090623204816972e-01,  2.247060964896990e+00
102303, 031220, deca0100c3f4109d,  8.858184339483754e-01,  2.251703514001945e+00
102303, 031220, deca0100c3f4109d,  9.887579066393604e-01,  2.418542827768801e+00
102303, 031220, deca0100c3f4109d,  7.405290320000588e-01,  2.460419372524566e+00
102303, 031220, deca0100c3f4109d,  8.680316146950797e-01,  2.365120672030982e+00
102303, 031220, deca0100c3f4109d,  4.675360238643856e-01,  2.428151858928729e+00
102303, 031220, deca0100c3f4109d,  6.868803698670000e-01,  2.379967201167203e+00
102303, 031220, deca0100c3f4109d,  9.451940835904655e-01,  2.389889298685609e+00
102304, 031220, deca0100c3f4109d,  9.759038714058025e-01,  2.484390827398619e+00
102304, 031220, deca0100c3f4109d,  8.233641182903331e-01,  2.413517538066724e+00
102304, 031220, deca0100c3f4109d,  8.027573415861857e-01,  2.432299349469028e+00
102304, 031220, deca0100c3f4109d,  9.069049442510938e-01,  2.451748961059790e+00
102304, 031220, deca0100c3f4109d,  1.045178998549042e+00,  2.508501900954447e+00
102304, 031220, deca0100c3f4109d,  9.405264639056752e-01,  2.442429945501186e+00
102304, 031220, deca0100c3f4109d,  9.155457850985217e-01,  2.392854986198066e+00
102304, 031220, deca0100c3f4109d,  9.142243746794798e-01,  2.392610973084265e+00
102304, 031220, deca0100c3f4109d,  9.396895342621556e-01,  2.403063163603695e+00
102304, 031220, deca0100c3f4109d,  9.427600449914295e-01,  2.398077561007098e+00
102305, 031220, deca0100c3f4109d,  9.100653854372418e-01,  2.381718527299343e+00
102305, 031220, deca0100c3f4109d,  9.405291905445451e-01,  2.457856654893510e+00
102305, 031220, deca0100c3f4109d,  7.157615599810601e-01,  2.319281895530967e+00
102305, 031220, deca0100c3f4109d,  1.058626494626603e+00,  2.502179748311899e+00
102305, 031220, deca0100c3f4109d,  1.009378422602107e+00,  2.455323713340964e+00
102305, 031220, deca0100c3f4109d,  9.971588980391625e-01,  2.473575673315549e+00
102305, 031220, deca0100c3f4109d,  1.013232648937874e+00,  2.472016538527868e+00
102305, 031220, deca0100c3f4109d,  9.311644682665613e-01,  2.502744009270741e+00
102305, 031220, deca0100c3f4109d,  9.585360260524387e-01,  2.456122468942922e+00
102305, 031220, deca0100c3f4109d,  9.177971822747263e-01,  2.447585201279070e+00
102306, 031220, deca0100c3f4109d,  9.892836911242737e-01,  2.466384477626384e+00
102306, 031220, deca0100c3f4109d,  9.719801087689911e-01,  2.437940650265268e+00
102306, 031220, deca0100c3f4109d,  9.630806316238899e-01,  2.447894258831699e+00
102306, 031220, deca0100c3f4109d,  9.314202588833910e-01,  2.460143188182945e+00
102306, 031220, deca0100c3f4109d,  9.673044445057488e-01,  2.437923137509389e+00
102306, 031220, deca0100c3f4109d,  9.569273727036872e-01,  2.427704560528320e+00
102306, 031220, deca0100c3f4109d,  9.020744391168958e-01,  2.374769535129131e+00
102306, 031220, deca0100c3f4109d,  1.018777562642037e+00,  2.471954769983123e+00
102306, 031220, deca0100c3f4109d,  9.649028559780551e-01,  2.430919877504906e+00
102306, 031220, deca0100c3f4109d,  8.193683139369534e-01,  2.334310654298015e+00
102307, 031220, deca0100c3f4109d,  8.368439375361495e-01,  2.347661459717030e+00
102307, 031220, deca0100c3f4109d,  8.616071518646411e-01,  2.421657642948581e+00
102307, 031220, deca0100c3f4109d,  8.160635536335168e-01,  2.346753082984224e+00
102309, 031220, deca0100c435030e,  7.258101125940015e-01,  2.107311726224143e+00
102309, 031220, deca0100c435030e,  7.966612983681823e-01,  2.255099295681143e+00
102309, 031220, deca0100c435030e,  8.397462349723939e-01,  2.175618154381176e+00
102309, 031220, deca0100c435030e,  8.615650298056634e-01,  2.207116060210796e+00
102310, 031220, deca0100c435030e,  6.521261033127055e-01,  2.241176098495762e+00
102310, 031220, deca0100c435030e,  6.162841046297661e-01,  2.305086361717502e+00
102310, 031220, deca0100c435030e,  6.609100525221894e-01,  2.259104917099750e+00
102310, 031220, deca0100c435030e,  6.746737256523305e-01,  2.265137338864064e+00
102310, 031220, deca0100c435030e,  7.413465937172292e-01,  2.281068115294567e+00
102311, 031220, deca0100c435030e,  5.929731652240945e-01,  2.210549866510811e+00
102311, 031220, deca0100c435030e,  6.367069593800063e-01,  2.270741181104535e+00
102311, 031220, deca0100c435030e,  6.193662063259102e-01,  2.264540769669767e+00
102311, 031220, deca0100c435030e,  6.915141047502982e-01,  2.304468488084866e+00
102312, 031220, deca0100c435030e,  7.691919269313436e-01,  2.314624726038382e+00
102312, 031220, deca0100c435030e,  6.940951509278364e-01,  2.296086874113028e+00
102312, 031220, deca0100c3f4109d,  8.748247618352645e-01,  2.411629816599479e+00
102312, 031220, deca0100c435030e,  5.745994339052447e-01,  2.225155873912328e+00
102312, 031220, deca0100c435030e,  6.271160013982757e-01,  2.239767130980813e+00
102312, 031220, deca0100c435030e,  6.750270944461489e-01,  2.275826004692439e+00
102312, 031220, deca0100c435030e,  6.820191456117897e-01,  2.294940909158378e+00
102312, 031220, deca0100c435030e,  5.987742040404092e-01,  2.203343667927185e+00
102313, 031220, deca0100c435030e,  9.732544371402083e-01,  2.182706092635187e+00
102313, 031220, deca0100c435030e,  6.982493843015567e-01,  2.187535059049647e+00
102313, 031220, deca0100c435030e,  9.209856767484450e-01,  2.306546566211801e+00
102313, 031220, deca0100c435030e,  1.006003040656503e+00,  2.039604358922595e+00
102314, 031220, deca0100c435030e,  7.895257992665543e-01,  2.187700565927778e+00
102314, 031220, deca0100c435030e,  9.404477074102301e-01,  2.289005493130762e+00
102314, 031220, deca0100c435030e,  9.048198974361470e-01,  2.170757740975058e+00
102314, 031220, deca0100c3f4109d,  1.195392305712574e+00,  2.499328218458577e+00
102314, 031220, deca0100c3f4109d,  1.012792055751858e+00,  2.279372188128433e+00
102314, 031220, deca0100c3f4109d,  9.039255746898818e-01,  2.381131437568916e+00
102314, 031220, deca0100c3f4109d,  9.856453249164020e-01,  2.557183206442900e+00
102314, 031220, deca0100c3f4109d,  8.823764691234681e-01,  2.389253367858434e+00
102314, 031220, deca0100c3f4109d,  1.172558686249263e+00,  2.104850709732995e+00
102315, 031220, deca0100c3f4109d,  7.973477353518944e-01,  2.382266903373261e+00
