,ID,Date-Time,Flag,Latitude,Longitude
0,4,2021-07-02 10:35:56.90,1,3622.82489,12722.04705
1,4,2021-07-02 10:35:57.00,1,3622.82487,12722.04709
2,4,2021-07-02 10:35:57.10,1,3622.82483,12722.04712
3,4,2021-07-02 10:35:57.20,1,3622.8248,12722.04716
4,4,2021-07-02 10:35:57.30,1,3622.82477,12722.04719
5,4,2021-07-02 10:35:57.40,1,3622.82471,12722.04722
6,4,2021-07-02 10:35:57.50,1,3622.82464,12722.04726
7,4,2021-07-02 10:35:57.60,1,3622.82455,12722.04731
8,4,2021-07-02 10:35:57.70,1,3622.82443,12722.04737
9,4,2021-07-02 10:35:57.80,1,3622.82431,12722.04743
10,4,2021-07-02 10:35:57.90,1,3622.82419,12722.04748
11,4,2021-07-02 10:35:58.00,1,3622.82409,12722.04753
12,4,2021-07-02 10:35:58.10,1,3622.82395,12722.04757
13,4,2021-07-02 10:35:58.20,1,3622.8238,12722.04761
14,4,2021-07-02 10:35:58.30,1,3622.82364,12722.04765
15,4,2021-07-02 10:35:58.40,1,3622.82348,12722.04769
16,4,2021-07-02 10:35:58.50,1,3622.82331,12722.04772
17,4,2021-07-02 10:35:58.60,1,3622.82318,12722.04775
18,4,2021-07-02 10:35:58.70,1,3622.82304,12722.04777
19,4,2021-07-02 10:35:58.80,1,3622.82292,12722.04779
20,4,2021-07-02 10:35:58.90,1,3622.82279,12722.04782
21,4,2021-07-02 10:35:59.00,1,3622.82268,12722.04783
22,4,2021-07-02 10:35:59.10,1,3622.82258,12722.04785
23,4,2021-07-02 10:35:59.20,1,3622.82249,12722.04785
24,4,2021-07-02 10:35:59.30,1,3622.82242,12722.04786
25,4,2021-07-02 10:35:59.40,1,3622.82235,12722.04786
26,4,2021-07-02 10:35:59.50,1,3622.82227,12722.04788
27,4,2021-07-02 10:35:59.60,1,3622.82222,12722.04788
28,4,2021-07-02 10:35:59.70,1,3622.82219,12722.04789
29,4,2021-07-02 10:35:59.80,1,3622.82215,12722.0479
30,4,2021-07-02 10:35:59.90,1,3622.8221,12722.04791
31,4,2021-07-02 10:36:00.00,1,3622.82207,12722.04792
32,4,2021-07-02 10:36:00.10,1,3622.82204,12722.04794
33,4,2021-07-02 10:36:00.20,1,3622.82191,12722.04796
34,4,2021-07-02 10:36:00.30,1,3622.82181,12722.04798
35,4,2021-07-02 10:36:00.40,1,3622.82171,12722.048
36,4,2021-07-02 10:36:00.50,1,3622.82163,12722.04802
37,4,2021-07-02 10:36:00.60,1,3622.82154,12722.04805
38,4,2021-07-02 10:36:00.70,1,3622.82147,12722.04806
39,4,2021-07-02 10:36:00.80,1,3622.8214,12722.04809
40,4,2021-07-02 10:36:00.90,1,3622.82134,12722.0481
41,4,2021-07-02 10:36:01.00,1,3622.82128,12722.04813
42,4,2021-07-02 10:36:01.10,1,3622.82121,12722.04814
43,4,2021-07-02 10:36:01.20,1,3622.82115,12722.04816
44,4,2021-07-02 10:36:01.30,1,3622.82105,12722.04818
45,4,2021-07-02 10:36:01.40,1,3622.82092,12722.0482
46,4,2021-07-02 10:36:01.50,1,3622.82083,12722.04821
47,4,2021-07-02 10:36:01.60,1,3622.82071,12722.04823
48,4,2021-07-02 10:36:01.70,1,3622.82061,12722.04824
49,4,2021-07-02 10:36:01.80,1,3622.82053,12722.04826
