,ID,Date-Time,Flag,Latitude,Longitude
0,9,2021-07-02 10:46:15.90,1,3622.90787,12721.98241
1,9,2021-07-02 10:46:16.00,1,3622.90787,12721.98241
2,9,2021-07-02 10:46:16.10,1,3622.90787,12721.98241
3,9,2021-07-02 10:46:16.20,1,3622.90786,12721.98241
4,9,2021-07-02 10:46:16.30,1,3622.90786,12721.98242
5,9,2021-07-02 10:46:16.40,1,3622.90786,12721.98242
6,9,2021-07-02 10:46:16.50,1,3622.90786,12721.98243
7,9,2021-07-02 10:46:16.60,1,3622.90786,12721.98243
8,9,2021-07-02 10:46:16.70,1,3622.90787,12721.98244
9,9,2021-07-02 10:46:16.80,1,3622.90787,12721.98245
10,9,2021-07-02 10:46:16.90,1,3622.90787,12721.98244
11,9,2021-07-02 10:46:17.00,1,3622.90788,12721.98245
12,9,2021-07-02 10:46:17.10,1,3622.90788,12721.98247
13,9,2021-07-02 10:46:17.20,1,3622.90788,12721.98247
14,9,2021-07-02 10:46:17.30,1,3622.90789,12721.98248
15,9,2021-07-02 10:46:17.40,1,3622.90789,12721.98249
16,9,2021-07-02 10:46:17.50,1,3622.9079,12721.9825
17,9,2021-07-02 10:46:17.60,1,3622.90789,12721.9825
18,9,2021-07-02 10:46:17.70,1,3622.9079,12721.98251
19,9,2021-07-02 10:46:17.80,1,3622.90791,12721.98251
20,9,2021-07-02 10:46:17.90,1,3622.90791,12721.98252
21,9,2021-07-02 10:46:18.00,1,3622.90792,12721.98252
22,9,2021-07-02 10:46:18.10,1,3622.90792,12721.98253
23,9,2021-07-02 10:46:18.20,1,3622.90792,12721.98253
24,9,2021-07-02 10:46:18.30,1,3622.90793,12721.98253
25,9,2021-07-02 10:46:18.40,1,3622.90793,12721.98253
26,9,2021-07-02 10:46:18.50,1,3622.90792,12721.98253
27,9,2021-07-02 10:46:18.60,1,3622.90793,12721.98253
28,9,2021-07-02 10:46:18.70,1,3622.90793,12721.98254
29,9,2021-07-02 10:46:18.80,1,3622.90794,12721.98254
30,9,2021-07-02 10:46:18.90,1,3622.90794,12721.98254
31,9,2021-07-02 10:46:19.00,1,3622.90796,12721.98255
32,9,2021-07-02 10:46:19.10,1,3622.90797,12721.98256
33,9,2021-07-02 10:46:19.20,1,3622.90799,12721.98256
34,9,2021-07-02 10:46:19.30,1,3622.90799,12721.98256
35,9,2021-07-02 10:46:19.40,1,3622.90801,12721.98256
36,9,2021-07-02 10:46:19.50,1,3622.90801,12721.98257
37,9,2021-07-02 10:46:19.60,1,3622.90803,12721.98257
38,9,2021-07-02 10:46:19.70,1,3622.90804,12721.98257
39,9,2021-07-02 10:46:19.80,1,3622.90805,12721.98256
40,9,2021-07-02 10:46:19.90,1,3622.90806,12721.98256
41,9,2021-07-02 10:46:20.00,1,3622.90806,12721.98256
42,9,2021-07-02 10:46:20.10,1,3622.90808,12721.98256
43,9,2021-07-02 10:46:20.20,1,3622.9081,12721.98256
44,9,2021-07-02 10:46:20.30,1,3622.90811,12721.98256
45,9,2021-07-02 10:46:20.40,1,3622.90811,12721.98256
46,9,2021-07-02 10:46:20.50,1,3622.90813,12721.98255
47,9,2021-07-02 10:46:20.60,1,3622.90814,12721.98255
48,9,2021-07-02 10:46:20.70,1,3622.90815,12721.98255
