,Date-time,distance,cum_distance,distance_flag,speed,kcal
0,2021-07-02 10:35:57.80,1.3027768403159647,1.3027768403159647,0,0.842668302047802,0.17648844918089163
1,2021-07-02 10:35:58.80,1.3463463442735177,2.6491231845894827,0,0.842668302047802,0.17648844918089163
2,2021-07-02 10:35:59.80,0.673173172857607,3.32229635744709,0,0.842668302047802,0.17648844918089163
3,2021-07-02 10:36:00.80,0.9074694603980586,4.2297658178451485,0,0.842668302047802,0.17648844918089163
4,2021-07-02 10:36:01.80,0.8940714785071371,5.123837296352286,0,0.842668302047802,0.17648844918089163
5,2021-07-02 10:36:02.80,0.5559754012440209,5.679812697596307,0,0.842668302047802,0.17648844918089163
6,2021-07-02 10:36:03.80,0.4447803212781464,6.124593018874453,0,0.842668302047802,0.17648844918089163
7,2021-07-02 10:36:04.80,0.5559754005366969,6.68056841941115,0,0.842668302047802,0.17648844918089163
8,2021-07-02 10:36:05.80,0.7783655618830941,7.458933981294244,0,0.842668302047802,0.17648844918089163
9,2021-07-02 10:36:06.80,0.23979796090053626,7.69873194219478,0,0.842668302047802,0.17648844918089163
10,2021-07-02 10:36:07.80,0.0,7.69873194219478,0,0.842668302047802,0.17648844918089163
11,2021-07-02 10:36:08.80,0.0,7.69873194219478,0,0.842668302047802,0.17648844918089163
12,2021-07-02 10:36:09.80,0.11119507996587456,7.809927022160655,0,0.842668302047802,0.17648844918089163
13,2021-07-02 10:36:10.80,0.0,7.809927022160655,0,0.842668302047802,0.17648844918089163
14,2021-07-02 10:36:11.80,0.11119507996587456,7.921122102126529,0,0.842668302047802,0.17648844918089163
15,2021-07-02 10:36:12.80,0.11119507996587456,8.032317182092404,0,0.842668302047802,0.17648844918089163
16,2021-07-02 10:36:13.80,0.34909667991512733,8.381413862007532,0,0.842668302047802,0.17648844918089163
17,2021-07-02 10:36:14.80,0.44478032057082234,8.826194182578355,0,0.842668302047802,0.17648844918089163
18,2021-07-02 10:36:15.80,0.7987713413516263,9.624965523929982,0,0.842668302047802,0.17648844918089163
19,2021-07-02 10:36:16.80,0.44478032057082234,10.069745844500805,0,0.842668302047802,0.17648844918089163
20,2021-07-02 10:36:17.80,0.3454342025144842,10.415180047015289,0,0.842668302047802,0.17648844918089163
21,2021-07-02 10:36:18.80,0.5631645591333772,10.978344606148665,0,0.842668302047802,0.17648844918089163
22,2021-07-02 10:36:19.80,0.8940714790958229,11.872416085244488,0,0.842668302047802,0.17648844918089163
23,2021-07-02 10:36:20.80,0.44478032057082234,12.317196405815311,0,0.842668302047802,0.17648844918089163
24,2021-07-02 10:36:21.80,0.4221233481795199,12.739319753994831,0,0.842668302047802,0.17648844918089163
25,2021-07-02 10:36:22.80,0.7193938297082578,13.458713583703089,0,0.842668302047802,0.17648844918089163
26,2021-07-02 10:36:23.80,0.5842014407306978,14.042915024433787,0,0.842668302047802,0.17648844918089163
27,2021-07-02 10:36:24.80,0.3787634950754654,14.421678519509253,0,0.842668302047802,0.17648844918089163
28,2021-07-02 10:36:25.80,1.0047674764981087,15.426445996007363,0,0.842668302047802,0.17648844918089163
29,2021-07-02 10:36:26.80,1.4455360438003138,16.871982039807676,0,0.842668302047802,0.17648844918089163
30,2021-07-02 10:36:27.80,0.8940714726385741,17.766053512446252,0,0.842668302047802,0.17648844918089163
31,2021-07-02 10:36:28.80,0.4795958499260054,18.24564936237226,0,0.842668302047802,0.17648844918089163
32,2021-07-02 10:36:29.80,1.1119508024880418,19.3576001648603,0,0.842668302047802,0.17648844918089163
