,ID,Date-Time,Flag,Latitude,Longitude
0,10,2021-07-02 10:46:39.90,1,3622.91086,12721.98376
1,10,2021-07-02 10:46:40.00,1,3622.91089,12721.98378
2,10,2021-07-02 10:46:40.10,1,3622.91091,12721.98379
3,10,2021-07-02 10:46:40.20,1,3622.91095,12721.98381
4,10,2021-07-02 10:46:40.30,1,3622.91097,12721.98384
5,10,2021-07-02 10:46:40.40,1,3622.91099,12721.98386
6,10,2021-07-02 10:46:40.50,1,3622.911,12721.98387
7,10,2021-07-02 10:46:40.60,1,3622.911,12721.9839
8,10,2021-07-02 10:46:40.70,1,3622.91098,12721.98392
9,10,2021-07-02 10:46:40.80,1,3622.91094,12721.98393
10,10,2021-07-02 10:46:40.90,1,3622.9109,12721.98392
11,10,2021-07-02 10:46:41.00,1,3622.91083,12721.98391
12,10,2021-07-02 10:46:41.10,1,3622.9108,12721.9839
13,10,2021-07-02 10:46:41.20,1,3622.91079,12721.98389
14,10,2021-07-02 10:46:41.30,1,3622.91071,12721.98386
15,10,2021-07-02 10:46:41.40,1,3622.91066,12721.98384
16,10,2021-07-02 10:46:41.50,1,3622.91059,12721.98381
17,10,2021-07-02 10:46:41.60,1,3622.91055,12721.98378
18,10,2021-07-02 10:46:41.70,1,3622.91052,12721.98377
19,10,2021-07-02 10:46:41.80,1,3622.91049,12721.98375
20,10,2021-07-02 10:46:41.90,1,3622.91046,12721.98375
21,10,2021-07-02 10:46:42.00,1,3622.91039,12721.98375
22,10,2021-07-02 10:46:42.10,1,3622.91033,12721.98374
23,10,2021-07-02 10:46:42.20,1,3622.9103,12721.98374
24,10,2021-07-02 10:46:42.30,1,3622.91028,12721.98377
25,10,2021-07-02 10:46:42.40,1,3622.91027,12721.98378
26,10,2021-07-02 10:46:42.50,1,3622.91028,12721.9838
27,10,2021-07-02 10:46:42.60,1,3622.91031,12721.98381
28,10,2021-07-02 10:46:42.70,1,3622.91029,12721.98382
29,10,2021-07-02 10:46:42.80,1,3622.91027,12721.98383
30,10,2021-07-02 10:46:42.90,1,3622.91024,12721.98383
