,Date-time,distance,cum_distance,distance_flag,speed,kcal
0,2021-07-02 10:47:15.90,0.11119507996587456,0.11119507996587456,0,0.6869113112549595,0.14386670502923873
1,2021-07-02 10:47:16.90,0.4447803212781464,0.5559754012440209,0,0.6869113112549595,0.14386670502923873
2,2021-07-02 10:47:17.90,0.5198451318229811,1.0758205330670019,0,0.6869113112549595,0.14386670502923873
3,2021-07-02 10:47:18.90,0.58420083774472,1.6600213708117217,0,0.6869113112549595,0.14386670502923873
4,2021-07-02 10:47:19.90,0.34543393893968144,2.005455309751403,0,0.6869113112549595,0.14386670502923873
5,2021-07-02 10:47:20.90,0.4537345350909322,2.4591898448423355,0,0.6869113112549595,0.14386670502923873
6,2021-07-02 10:47:21.90,0.769453522979263,3.2286433678215984,0,0.6869113112549595,0.14386670502923873
7,2021-07-02 10:47:22.90,0.8235668767251345,4.052210244546733,0,0.6869113112549595,0.14386670502923873
8,2021-07-02 10:47:23.90,0.8940713796616793,4.946281624208412,0,0.6869113112549595,0.14386670502923873
9,2021-07-02 10:47:24.90,0.6908678906801018,5.637149514888514,0,0.6869113112549595,0.14386670502923873
10,2021-07-02 10:47:25.90,0.5589423762285373,6.196091891117051,0,0.6869113112549595,0.14386670502923873
11,2021-07-02 10:47:26.90,0.6331801388415009,6.8292720299585525,0,0.6869113112549595,0.14386670502923873
12,2021-07-02 10:47:27.90,0.8442402133143547,7.673512243272907,0,0.6869113112549595,0.14386670502923873
13,2021-07-02 10:47:28.90,0.726137982165003,8.39965022543791,0,0.6869113112549595,0.14386670502923873
14,2021-07-02 10:47:29.90,0.9216913902370777,9.321341615674987,0,0.6869113112549595,0.14386670502923873
15,2021-07-02 10:47:30.90,1.082088849094217,10.403430464769205,0,0.6869113112549595,0.14386670502923873
16,2021-07-02 10:47:31.90,0.7175736737388607,11.121004138508065,0,0.6869113112549595,0.14386670502923873
17,2021-07-02 10:47:32.90,0.6376471071255689,11.758651245633633,0,0.6869113112549595,0.14386670502923873
18,2021-07-02 10:47:33.90,0.34909437765914286,12.107745623292775,0,0.6869113112549595,0.14386670502923873
19,2021-07-02 10:47:34.90,0.5495474122583763,12.657293035551152,0,0.6869113112549595,0.14386670502923873
20,2021-07-02 10:47:35.90,0.2110600546120828,12.868353090163236,0,0.6869113112549595,0.14386670502923873
21,2021-07-02 10:47:36.90,0.5714521372414006,13.439805227404637,0,0.6869113112549595,0.14386670502923873
22,2021-07-02 10:47:37.90,0.4795951823549856,13.919400409759623,0,0.6869113112549595,0.14386670502923873
23,2021-07-02 10:47:38.90,0.2690901663587339,14.188490576118356,0,0.6869113112549595,0.14386670502923873
24,2021-07-02 10:47:39.90,0.500594571502904,14.68908514762126,0,0.6869113112549595,0.14386670502923873
25,2021-07-02 10:47:40.90,0.666098300873632,15.355183448494891,0,0.6869113112549595,0.14386670502923873
26,2021-07-02 10:47:41.90,0.7261380093681904,16.081321457863083,0,0.6869113112549595,0.14386670502923873
27,2021-07-02 10:47:42.90,0.9569896377257844,17.038311095588867,0,0.6869113112549595,0.14386670502923873
28,2021-07-02 10:47:43.90,1.1646379309324315,18.2029490265213,0,0.6869113112549595,0.14386670502923873
29,2021-07-02 10:47:44.90,1.0114162310436112,19.21436525756491,0,0.6869113112549595,0.14386670502923873
30,2021-07-02 10:47:45.90,0.992909720381613,20.207274977946522,0,0.6869113112549595,0.14386670502923873
31,2021-07-02 10:47:46.90,0.5823189400249148,20.789593917971438,0,0.6869113112549595,0.14386670502923873
32,2021-07-02 10:47:47.90,0.9038331042897355,21.693427022261172,0,0.6869113112549595,0.14386670502923873
33,2021-07-02 10:47:48.90,0.9929097454567524,22.686336767717926,0,0.6869113112549595,0.14386670502923873
34,2021-07-02 10:47:49.90,0.627876948178298,23.314213715896223,0,0.6869113112549595,0.14386670502923873
35,2021-07-02 10:47:50.90,0.8969670675219785,24.2111807834182,0,0.6869113112549595,0.14386670502923873
36,2021-07-02 10:47:51.90,1.6230396721281044,25.834220455546305,0,0.6869113112549595,0.14386670502923873
37,2021-07-02 10:47:52.90,1.1268676973077414,26.961088152854046,0,0.6869113112549595,0.14386670502923873
38,2021-07-02 10:47:53.90,1.1268676578666774,28.08795581072072,0,0.6869113112549595,0.14386670502923873
39,2021-07-02 10:47:54.90,1.1325253705943636,29.220481181315087,0,0.6869113112549595,0.14386670502923873
40,2021-07-02 10:47:55.90,0.6660981116673312,29.886579292982418,0,0.6869113112549595,0.14386670502923873
41,2021-07-02 10:47:56.90,0.7175735269235693,30.604152819905988,0,0.6869113112549595,0.14386670502923873
42,2021-07-02 10:47:57.90,0.9798102748784672,31.583963094784455,0,0.6869113112549595,0.14386670502923873
43,2021-07-02 10:47:58.90,0.5495472460030351,32.13351034078749,0,0.6869113112549595,0.14386670502923873
44,2021-07-02 10:47:59.90,0.3756225080023567,32.50913284878985,0,0.6869113112549595,0.14386670502923873
45,2021-07-02 10:48:00.90,0.929369455420555,33.4385023042104,0,0.6869113112549595,0.14386670502923873
46,2021-07-02 10:48:01.90,0.2857260170457622,33.72422832125616,0,0.6869113112549595,0.14386670502923873
47,2021-07-02 10:48:02.90,0.17939334559762588,33.90362166685379,0,0.6869113112549595,0.14386670502923873
48,2021-07-02 10:48:03.90,0.6908678751927847,34.594489542046574,0,0.6869113112549595,0.14386670502923873
49,2021-07-02 10:48:04.90,0.6731730400481922,35.267662582094765,0,0.6869113112549595,0.14386670502923873
50,2021-07-02 10:48:05.90,0.21105996333379537,35.47872254542856,0,0.6869113112549595,0.14386670502923873
