,ID,Date-Time,Flag,Latitude,Longitude
0,6,2021-07-02 10:56:45.90,1,3622.75346,12721.86422
1,6,2021-07-02 10:56:46.00,1,3622.75345,12721.86423
2,6,2021-07-02 10:56:46.10,1,3622.75344,12721.86425
3,6,2021-07-02 10:56:46.20,1,3622.75344,12721.86427
4,6,2021-07-02 10:56:46.30,1,3622.75344,12721.86428
5,6,2021-07-02 10:56:46.40,1,3622.75344,12721.8643
6,6,2021-07-02 10:56:46.50,1,3622.75344,12721.86432
7,6,2021-07-02 10:56:46.60,1,3622.75344,12721.86434
8,6,2021-07-02 10:56:46.70,1,3622.75345,12721.86436
9,6,2021-07-02 10:56:46.80,1,3622.75345,12721.86439
10,6,2021-07-02 10:56:46.90,1,3622.75345,12721.8644
11,6,2021-07-02 10:56:47.00,1,3622.75345,12721.86442
12,6,2021-07-02 10:56:47.10,1,3622.75346,12721.86446
13,6,2021-07-02 10:56:47.20,1,3622.75347,12721.86446
14,6,2021-07-02 10:56:47.30,1,3622.75348,12721.86447
15,6,2021-07-02 10:56:47.40,1,3622.75349,12721.86447
16,6,2021-07-02 10:56:47.50,1,3622.75351,12721.86448
17,6,2021-07-02 10:56:47.60,1,3622.75352,12721.86449
18,6,2021-07-02 10:56:47.70,1,3622.75352,12721.8645
19,6,2021-07-02 10:56:47.80,1,3622.75353,12721.86449
20,6,2021-07-02 10:56:47.90,1,3622.75353,12721.8645
21,6,2021-07-02 10:56:48.00,1,3622.75354,12721.86449
22,6,2021-07-02 10:56:48.10,1,3622.75354,12721.86449
23,6,2021-07-02 10:56:48.20,1,3622.75353,12721.86449
24,6,2021-07-02 10:56:48.30,1,3622.75353,12721.86447
25,6,2021-07-02 10:56:48.40,1,3622.75352,12721.86446
26,6,2021-07-02 10:56:48.50,1,3622.75351,12721.86445
27,6,2021-07-02 10:56:48.60,1,3622.7535,12721.86443
28,6,2021-07-02 10:56:48.70,1,3622.75348,12721.86442
29,6,2021-07-02 10:56:48.80,1,3622.75347,12721.86442
30,6,2021-07-02 10:56:48.90,1,3622.75347,12721.8644
31,6,2021-07-02 10:56:49.00,1,3622.75346,12721.8644
32,6,2021-07-02 10:56:49.10,1,3622.75346,12721.8644
33,6,2021-07-02 10:56:49.20,1,3622.75344,12721.86439
34,6,2021-07-02 10:56:49.30,1,3622.75342,12721.86434
35,6,2021-07-02 10:56:49.40,1,3622.75341,12721.86433
36,6,2021-07-02 10:56:49.50,1,3622.75341,12721.8643
37,6,2021-07-02 10:56:49.60,1,3622.7534,12721.86429
38,6,2021-07-02 10:56:49.70,1,3622.75339,12721.86429
39,6,2021-07-02 10:56:49.80,1,3622.75339,12721.86428
40,6,2021-07-02 10:56:49.90,1,3622.75339,12721.86429
41,6,2021-07-02 10:56:50.00,1,3622.75338,12721.86428
42,6,2021-07-02 10:56:50.10,1,3622.75338,12721.86428
43,6,2021-07-02 10:56:50.20,1,3622.75338,12721.86428
44,6,2021-07-02 10:56:50.30,1,3622.75339,12721.86427
45,6,2021-07-02 10:56:50.40,1,3622.75339,12721.86427
46,6,2021-07-02 10:56:50.50,1,3622.75339,12721.86427
47,6,2021-07-02 10:56:50.60,1,3622.7534,12721.86426
48,6,2021-07-02 10:56:50.70,1,3622.75341,12721.86426
49,6,2021-07-02 10:56:50.80,1,3622.75341,12721.86425
50,6,2021-07-02 10:56:50.90,1,3622.75342,12721.86425
51,6,2021-07-02 10:56:51.00,1,3622.75342,12721.86424
52,6,2021-07-02 10:56:51.10,1,3622.75342,12721.86423
53,6,2021-07-02 10:56:51.20,1,3622.75343,12721.86422
54,6,2021-07-02 10:56:51.30,1,3622.75343,12721.86422
55,6,2021-07-02 10:56:51.40,1,3622.75343,12721.86421
56,6,2021-07-02 10:56:51.50,1,3622.75343,12721.8642
57,6,2021-07-02 10:56:51.60,1,3622.75343,12721.86419
58,6,2021-07-02 10:56:51.70,1,3622.75343,12721.86418
59,6,2021-07-02 10:56:51.80,1,3622.75343,12721.86418
60,6,2021-07-02 10:56:51.90,1,3622.75343,12721.86416
61,6,2021-07-02 10:56:52.00,1,3622.75343,12721.86416
62,6,2021-07-02 10:56:52.10,1,3622.75343,12721.86414
63,6,2021-07-02 10:56:52.20,1,3622.75343,12721.86415
64,6,2021-07-02 10:56:52.30,1,3622.75343,12721.86415
65,6,2021-07-02 10:56:52.40,1,3622.75344,12721.86414
66,6,2021-07-02 10:56:52.50,1,3622.75345,12721.86414
67,6,2021-07-02 10:56:52.60,1,3622.75346,12721.86414
68,6,2021-07-02 10:56:52.70,1,3622.75347,12721.86415
69,6,2021-07-02 10:56:52.80,1,3622.75348,12721.86415
70,6,2021-07-02 10:56:52.90,1,3622.75348,12721.86416
71,6,2021-07-02 10:56:53.00,1,3622.75349,12721.86415
72,6,2021-07-02 10:56:53.10,1,3622.7535,12721.86415
73,6,2021-07-02 10:56:53.20,1,3622.75351,12721.86415
74,6,2021-07-02 10:56:53.30,1,3622.75351,12721.86414
75,6,2021-07-02 10:56:53.40,1,3622.75353,12721.86414
76,6,2021-07-02 10:56:53.50,1,3622.75354,12721.86415
77,6,2021-07-02 10:56:53.60,1,3622.75354,12721.86414
78,6,2021-07-02 10:56:53.70,1,3622.75356,12721.86414
79,6,2021-07-02 10:56:53.80,1,3622.75357,12721.86414
80,6,2021-07-02 10:56:53.90,1,3622.75358,12721.86414
81,6,2021-07-02 10:56:54.00,1,3622.75358,12721.86415
82,6,2021-07-02 10:56:54.10,1,3622.75359,12721.86415
83,6,2021-07-02 10:56:54.20,1,3622.75359,12721.86417
84,6,2021-07-02 10:56:54.30,1,3622.75359,12721.86417
85,6,2021-07-02 10:56:54.40,1,3622.75359,12721.86418
86,6,2021-07-02 10:56:54.50,1,3622.75358,12721.86419
87,6,2021-07-02 10:56:54.60,1,3622.75357,12721.8642
88,6,2021-07-02 10:56:54.70,1,3622.75358,12721.86422
89,6,2021-07-02 10:56:54.80,1,3622.75356,12721.86424
90,6,2021-07-02 10:56:54.90,1,3622.75356,12721.86424
91,6,2021-07-02 10:56:55.00,1,3622.75355,12721.86426
92,6,2021-07-02 10:56:55.10,1,3622.75354,12721.86427
93,6,2021-07-02 10:56:55.20,1,3622.75354,12721.86431
94,6,2021-07-02 10:56:55.30,1,3622.75353,12721.86436
95,6,2021-07-02 10:56:55.40,1,3622.75352,12721.8644
96,6,2021-07-02 10:56:55.50,1,3622.75352,12721.86441
97,6,2021-07-02 10:56:55.60,1,3622.75351,12721.86442
98,6,2021-07-02 10:56:55.70,1,3622.75352,12721.86444
99,6,2021-07-02 10:56:55.80,1,3622.75353,12721.86443
100,6,2021-07-02 10:56:55.90,1,3622.75352,12721.86445
101,6,2021-07-02 10:56:56.00,1,3622.7535,12721.86443
102,6,2021-07-02 10:56:56.10,1,3622.75349,12721.86444
103,6,2021-07-02 10:56:56.20,1,3622.75349,12721.86445
104,6,2021-07-02 10:56:56.30,1,3622.75346,12721.86443
105,6,2021-07-02 10:56:56.40,1,3622.75345,12721.86443
106,6,2021-07-02 10:56:56.50,1,3622.75343,12721.86443
107,6,2021-07-02 10:56:56.60,1,3622.75342,12721.86444
108,6,2021-07-02 10:56:56.70,1,3622.75341,12721.86449
109,6,2021-07-02 10:56:56.80,1,3622.7534,12721.86448
110,6,2021-07-02 10:56:56.90,1,3622.7534,12721.86448
111,6,2021-07-02 10:56:57.00,1,3622.75338,12721.86449
112,6,2021-07-02 10:56:57.10,1,3622.75338,12721.8645
113,6,2021-07-02 10:56:57.20,1,3622.75338,12721.86446
114,6,2021-07-02 10:56:57.30,1,3622.7534,12721.86448
115,6,2021-07-02 10:56:57.40,1,3622.75341,12721.86447
116,6,2021-07-02 10:56:57.50,1,3622.75342,12721.86447
117,6,2021-07-02 10:56:57.60,1,3622.75343,12721.86447
118,6,2021-07-02 10:56:57.70,1,3622.75344,12721.86448
119,6,2021-07-02 10:56:57.80,1,3622.75346,12721.8645
120,6,2021-07-02 10:56:57.90,1,3622.75346,12721.86449
121,6,2021-07-02 10:56:58.00,1,3622.75346,12721.86451
122,6,2021-07-02 10:56:58.10,1,3622.75347,12721.86446
123,6,2021-07-02 10:56:58.20,1,3622.75348,12721.86445
124,6,2021-07-02 10:56:58.30,1,3622.75349,12721.86446
125,6,2021-07-02 10:56:58.40,1,3622.75348,12721.86445
126,6,2021-07-02 10:56:58.50,1,3622.7535,12721.86446
127,6,2021-07-02 10:56:58.60,1,3622.7535,12721.86446
128,6,2021-07-02 10:56:58.70,1,3622.7535,12721.86447
129,6,2021-07-02 10:56:58.80,1,3622.75351,12721.86448
